locus_idx,locus_mean_af,soup_contribution,alpha
2265,0.33333333,0.00420658,0.01261973
2266,0.00000000,0.00000000,0.01261973
2267,0.33333333,0.00420658,0.01261973
2268,1.00000000,0.01261973,0.01261973
2269,0.93333333,0.01177842,0.01261973
2270,0.00000000,0.00000000,0.01261973
2271,0.20000000,0.00252395,0.01261973
2272,0.75000000,0.00946480,0.01261973
2273,0.33333333,0.00420658,0.01261973
2274,0.00000000,0.00000000,0.01261973
2275,0.37500000,0.00473240,0.01261973
2276,0.00000000,0.00000000,0.01261973
2277,0.10000000,0.00126197,0.01261973
2278,0.20000000,0.00252395,0.01261973
2279,0.20000000,0.00252395,0.01261973
2280,0.50000000,0.00630987,0.01261973
2281,0.33333333,0.00420658,0.01261973
2282,0.00000000,0.00000000,0.01261973
2283,1.00000000,0.01261973,0.01261973
2284,0.33333333,0.00420658,0.01261973
2285,0.66666667,0.00841316,0.01261973
2286,0.09090909,0.00114725,0.01261973
2287,0.57142857,0.00721128,0.01261973
2288,0.50000000,0.00630987,0.01261973
2289,0.00000000,0.00000000,0.01261973
2290,0.00000000,0.00000000,0.01261973
2291,0.37500000,0.00473240,0.01261973
2292,0.00000000,0.00000000,0.01261973
2293,1.00000000,0.01261973,0.01261973
2294,1.00000000,0.01261973,0.01261973
2295,1.00000000,0.01261973,0.01261973
2296,1.00000000,0.01261973,0.01261973
2297,1.00000000,0.01261973,0.01261973
2298,1.00000000,0.01261973,0.01261973
2299,0.00000000,0.00000000,0.01261973
2300,0.50000000,0.00630987,0.01261973
2301,0.00000000,0.00000000,0.01261973
2302,0.11111111,0.00140219,0.01261973
2303,0.11111111,0.00140219,0.01261973
2304,0.22222222,0.00280439,0.01261973
2305,0.12500000,0.00157747,0.01261973
2306,0.14285714,0.00180282,0.01261973
2307,0.00000000,0.00000000,0.01261973
2308,0.19047619,0.00240376,0.01261973
2309,0.40000000,0.00504789,0.01261973
2310,0.16666667,0.00210329,0.01261973
2311,0.36363636,0.00458899,0.01261973
2312,0.20000000,0.00252395,0.01261973
2313,0.00000000,0.00000000,0.01261973
2314,0.20000000,0.00252395,0.01261973
2315,1.00000000,0.01261973,0.01261973
2316,1.00000000,0.01261973,0.01261973
2317,0.50000000,0.00630987,0.01261973
2318,0.50000000,0.00630987,0.01261973
2319,1.00000000,0.01261973,0.01261973
2320,1.00000000,0.01261973,0.01261973
2321,1.00000000,0.01261973,0.01261973
2322,0.00000000,0.00000000,0.01261973
2323,0.50000000,0.00630987,0.01261973
2324,0.00000000,0.00000000,0.01261973
2325,0.50000000,0.00630987,0.01261973
2326,0.00000000,0.00000000,0.01261973
2327,1.00000000,0.01261973,0.01261973
2328,0.07142857,0.00090141,0.01261973
2329,0.00000000,0.00000000,0.01261973
2330,0.50000000,0.00630987,0.01261973
2331,0.00000000,0.00000000,0.01261973
2332,0.50000000,0.00630987,0.01261973
2333,0.00000000,0.00000000,0.01261973
2334,0.50000000,0.00630987,0.01261973
2335,0.00000000,0.00000000,0.01261973
2336,0.33333333,0.00420658,0.01261973
2337,0.00000000,0.00000000,0.01261973
2338,0.50000000,0.00630987,0.01261973
2339,0.00000000,0.00000000,0.01261973
2340,0.00000000,0.00000000,0.01261973
2341,1.00000000,0.01261973,0.01261973
2342,1.00000000,0.01261973,0.01261973
2343,0.00000000,0.00000000,0.01261973
2344,0.28571429,0.00360564,0.01261973
2345,0.85714286,0.01081691,0.01261973
2346,0.00000000,0.00000000,0.01261973
2347,0.50000000,0.00630987,0.01261973
2348,0.20000000,0.00252395,0.01261973
2349,1.00000000,0.01261973,0.01261973
2350,0.00000000,0.00000000,0.01261973
2351,1.00000000,0.01261973,0.01261973
2352,0.04545455,0.00057362,0.01261973
2353,0.10344828,0.00130549,0.01261973
2354,0.57462687,0.00725164,0.01261973
2355,0.00000000,0.00000000,0.01261973
2356,1.00000000,0.01261973,0.01261973
2357,1.00000000,0.01261973,0.01261973
2358,1.00000000,0.01261973,0.01261973
2359,1.00000000,0.01261973,0.01261973
2360,0.14285714,0.00180282,0.01261973
2361,0.33333333,0.00420658,0.01261973
2362,0.00000000,0.00000000,0.01261973
2363,0.00000000,0.00000000,0.01261973
2364,1.00000000,0.01261973,0.01261973
2365,0.00000000,0.00000000,0.01261973
2366,1.00000000,0.01261973,0.01261973
2367,1.00000000,0.01261973,0.01261973
2368,0.00000000,0.00000000,0.01261973
2369,0.25000000,0.00315493,0.01261973
2370,0.25000000,0.00315493,0.01261973
2371,0.12500000,0.00157747,0.01261973
2372,0.16666667,0.00210329,0.01261973
2373,0.00000000,0.00000000,0.01261973
2374,0.50000000,0.00630987,0.01261973
2375,0.50000000,0.00630987,0.01261973
2376,1.00000000,0.01261973,0.01261973
2377,0.00000000,0.00000000,0.01261973
2378,0.50000000,0.00630987,0.01261973
2379,0.00000000,0.00000000,0.01261973
2380,0.33333333,0.00420658,0.01261973
2381,0.66666667,0.00841316,0.01261973
2382,0.33333333,0.00420658,0.01261973
2383,0.50000000,0.00630987,0.01261973
2384,0.12500000,0.00157747,0.01261973
2385,0.33333333,0.00420658,0.01261973
2386,0.50000000,0.00630987,0.01261973
2387,0.50000000,0.00630987,0.01261973
2388,1.00000000,0.01261973,0.01261973
2389,0.05000000,0.00063099,0.01261973
2390,0.33333333,0.00420658,0.01261973
2391,0.25000000,0.00315493,0.01261973
2392,0.80000000,0.01009579,0.01261973
2393,0.00000000,0.00000000,0.01261973
2394,0.20000000,0.00252395,0.01261973
2395,1.00000000,0.01261973,0.01261973
2396,0.12500000,0.00157747,0.01261973
2397,0.26923077,0.00339762,0.01261973
2398,0.00000000,0.00000000,0.01261973
2399,0.20000000,0.00252395,0.01261973
2400,0.13636364,0.00172087,0.01261973
2401,0.08333333,0.00105164,0.01261973
2402,0.00000000,0.00000000,0.01261973
2403,0.00000000,0.00000000,0.01261973
2404,0.29411765,0.00371169,0.01261973
2405,1.00000000,0.01261973,0.01261973
2406,0.33333333,0.00420658,0.01261973
2407,0.00000000,0.00000000,0.01261973
2408,0.33333333,0.00420658,0.01261973
2409,0.07692308,0.00097075,0.01261973
2410,0.00000000,0.00000000,0.01261973
2411,0.11111111,0.00140219,0.01261973
2412,0.12500000,0.00157747,0.01261973
2413,0.00000000,0.00000000,0.01261973
2414,0.25000000,0.00315493,0.01261973
2415,0.10000000,0.00126197,0.01261973
2416,0.00000000,0.00000000,0.01261973
2417,0.21428571,0.00270423,0.01261973
2418,0.16666667,0.00210329,0.01261973
2419,0.50000000,0.00630987,0.01261973
2420,0.14285714,0.00180282,0.01261973
2421,0.07142857,0.00090141,0.01261973
2422,0.07142857,0.00090141,0.01261973
2423,0.08333333,0.00105164,0.01261973
2424,0.75000000,0.00946480,0.01261973
2425,0.25000000,0.00315493,0.01261973
2426,0.50000000,0.00630987,0.01261973
2427,1.00000000,0.01261973,0.01261973
2428,1.00000000,0.01261973,0.01261973
2429,0.87500000,0.01104227,0.01261973
2430,0.33333333,0.00420658,0.01261973
2431,0.00000000,0.00000000,0.01261973
2432,0.00000000,0.00000000,0.01261973
2433,1.00000000,0.01261973,0.01261973
2434,0.00000000,0.00000000,0.01261973
2435,0.00000000,0.00000000,0.01261973
2436,0.00000000,0.00000000,0.01261973
2437,0.50000000,0.00630987,0.01261973
2438,0.50000000,0.00630987,0.01261973
2439,1.00000000,0.01261973,0.01261973
2440,0.00000000,0.00000000,0.01261973
2441,0.00000000,0.00000000,0.01261973
2442,0.80000000,0.01009579,0.01261973
2443,0.00000000,0.00000000,0.01261973
2444,0.16666667,0.00210329,0.01261973
2445,0.00000000,0.00000000,0.01261973
2446,0.33333333,0.00420658,0.01261973
2447,0.19444444,0.00245384,0.01261973
2448,0.52777778,0.00666041,0.01261973
2449,0.55263158,0.00697406,0.01261973
2450,0.11111111,0.00140219,0.01261973
2451,1.00000000,0.01261973,0.01261973
2452,0.33333333,0.00420658,0.01261973
2453,0.27777778,0.00350548,0.01261973
2454,0.04545455,0.00057362,0.01261973
2455,0.04166667,0.00052582,0.01261973
2456,0.33333333,0.00420658,0.01261973
2457,0.50000000,0.00630987,0.01261973
2458,0.05555556,0.00070110,0.01261973
2459,0.25000000,0.00315493,0.01261973
2460,1.00000000,0.01261973,0.01261973
2461,0.12318841,0.00155460,0.01261973
2462,1.00000000,0.01261973,0.01261973
2463,1.00000000,0.01261973,0.01261973
2464,0.00000000,0.00000000,0.01261973
2465,0.50000000,0.00630987,0.01261973
2466,0.25000000,0.00315493,0.01261973
2467,0.00000000,0.00000000,0.01261973
2468,1.00000000,0.01261973,0.01261973
2469,1.00000000,0.01261973,0.01261973
2470,1.00000000,0.01261973,0.01261973
2471,1.00000000,0.01261973,0.01261973
2472,1.00000000,0.01261973,0.01261973
2473,1.00000000,0.01261973,0.01261973
2474,0.41666667,0.00525822,0.01261973
2475,0.33333333,0.00420658,0.01261973
2476,0.00000000,0.00000000,0.01261973
2477,0.25000000,0.00315493,0.01261973
2478,0.00000000,0.00000000,0.01261973
2479,0.10000000,0.00126197,0.01261973
2480,0.33333333,0.00420658,0.01261973
2481,0.50000000,0.00630987,0.01261973
2482,0.00000000,0.00000000,0.01261973
2483,0.00000000,0.00000000,0.01261973
2484,0.09090909,0.00114725,0.01261973
2485,0.10000000,0.00126197,0.01261973
2486,0.20000000,0.00252395,0.01261973
2487,0.25000000,0.00315493,0.01261973
2488,0.00000000,0.00000000,0.01261973
2489,0.00000000,0.00000000,0.01261973
2490,0.33333333,0.00420658,0.01261973
2491,0.16666667,0.00210329,0.01261973
2492,0.16666667,0.00210329,0.01261973
2493,0.50000000,0.00630987,0.01261973
2494,0.50000000,0.00630987,0.01261973
2495,0.50000000,0.00630987,0.01261973
2496,0.31578947,0.00398518,0.01261973
2497,0.19565217,0.00246908,0.01261973
2498,0.05555556,0.00070110,0.01261973
2499,0.00000000,0.00000000,0.01261973
2500,0.05000000,0.00063099,0.01261973
2501,0.03703704,0.00046740,0.01261973
2502,0.45000000,0.00567888,0.01261973
2503,0.50000000,0.00630987,0.01261973
2504,0.00000000,0.00000000,0.01261973
2505,0.40000000,0.00504789,0.01261973
2506,0.08333333,0.00105164,0.01261973
2507,0.60000000,0.00757184,0.01261973
2508,0.00000000,0.00000000,0.01261973
2509,0.33333333,0.00420658,0.01261973
2510,1.00000000,0.01261973,0.01261973
2511,1.00000000,0.01261973,0.01261973
2512,0.60000000,0.00757184,0.01261973
2513,0.33333333,0.00420658,0.01261973
2514,0.33333333,0.00420658,0.01261973
2515,0.33333333,0.00420658,0.01261973
2516,0.33333333,0.00420658,0.01261973
2517,0.20000000,0.00252395,0.01261973
2518,0.16666667,0.00210329,0.01261973
2519,0.16666667,0.00210329,0.01261973
2520,0.20000000,0.00252395,0.01261973
2521,0.20000000,0.00252395,0.01261973
2522,0.20000000,0.00252395,0.01261973
2523,0.20000000,0.00252395,0.01261973
2524,0.25000000,0.00315493,0.01261973
2525,1.00000000,0.01261973,0.01261973
2526,0.50000000,0.00630987,0.01261973
2527,0.50000000,0.00630987,0.01261973
2528,0.00000000,0.00000000,0.01261973
2529,0.16666667,0.00210329,0.01261973
2530,0.57142857,0.00721128,0.01261973
2531,0.12500000,0.00157747,0.01261973
2532,0.12500000,0.00157747,0.01261973
2533,0.25000000,0.00315493,0.01261973
2534,0.12500000,0.00157747,0.01261973
2535,0.12500000,0.00157747,0.01261973
2536,0.25000000,0.00315493,0.01261973
2537,0.12500000,0.00157747,0.01261973
2538,0.12500000,0.00157747,0.01261973
2539,0.12500000,0.00157747,0.01261973
2540,0.16666667,0.00210329,0.01261973
2541,0.16666667,0.00210329,0.01261973
2542,0.33333333,0.00420658,0.01261973
2543,1.00000000,0.01261973,0.01261973
2544,1.00000000,0.01261973,0.01261973
2545,0.95454545,0.01204611,0.01261973
2546,0.08361266,0.00105517,0.01261973
2547,0.99830700,0.01259837,0.01261973
2548,0.95348837,0.01203277,0.01261973
2549,0.92857143,0.01171832,0.01261973
2550,0.10526316,0.00132839,0.01261973
2551,0.10714286,0.00135211,0.01261973
2552,0.99876704,0.01260417,0.01261973
2553,0.99956541,0.01261425,0.01261973
2554,1.00000000,0.01261973,0.01261973
2555,1.00000000,0.01261973,0.01261973
2556,1.00000000,0.01261973,0.01261973
2557,1.00000000,0.01261973,0.01261973
2558,1.00000000,0.01261973,0.01261973
2559,0.50000000,0.00630987,0.01261973
2560,1.00000000,0.01261973,0.01261973
2561,0.50000000,0.00630987,0.01261973
2562,0.00000000,0.00000000,0.01261973
2563,0.00000000,0.00000000,0.01261973
2564,0.00000000,0.00000000,0.01261973
2565,1.00000000,0.01261973,0.01261973
2566,0.00000000,0.00000000,0.01261973
2567,0.16666667,0.00210329,0.01261973
2568,0.50000000,0.00630987,0.01261973
2569,0.00000000,0.00000000,0.01261973
2570,0.00000000,0.00000000,0.01261973
2571,0.58974359,0.00744241,0.01261973
2572,0.50000000,0.00630987,0.01261973
2573,0.66666667,0.00841316,0.01261973
2574,1.00000000,0.01261973,0.01261973
2575,0.66666667,0.00841316,0.01261973
2576,1.00000000,0.01261973,0.01261973
2577,1.00000000,0.01261973,0.01261973
2578,1.00000000,0.01261973,0.01261973
2579,0.11111111,0.00140219,0.01261973
2580,0.50000000,0.00630987,0.01261973
2581,0.50000000,0.00630987,0.01261973
2582,0.00000000,0.00000000,0.01261973
2583,0.08333333,0.00105164,0.01261973
2584,0.20000000,0.00252395,0.01261973
2585,0.00000000,0.00000000,0.01261973
2586,0.00000000,0.00000000,0.01261973
2587,0.14285714,0.00180282,0.01261973
2588,0.06666667,0.00084132,0.01261973
2589,0.07142857,0.00090141,0.01261973
2590,0.11111111,0.00140219,0.01261973
2591,0.50000000,0.00630987,0.01261973
2592,0.00000000,0.00000000,0.01261973
2593,0.66666667,0.00841316,0.01261973
2594,0.69696970,0.00879557,0.01261973
2595,0.29850746,0.00376708,0.01261973
2596,0.19117647,0.00241260,0.01261973
2597,0.16666667,0.00210329,0.01261973
2598,0.50000000,0.00630987,0.01261973
2599,0.00000000,0.00000000,0.01261973
2600,0.05000000,0.00063099,0.01261973
2601,0.00000000,0.00000000,0.01261973
2602,0.05882353,0.00074234,0.01261973
2603,0.00000000,0.00000000,0.01261973
2604,1.00000000,0.01261973,0.01261973
2605,0.18181818,0.00229450,0.01261973
2606,1.00000000,0.01261973,0.01261973
2607,1.00000000,0.01261973,0.01261973
2608,0.66666667,0.00841316,0.01261973
2609,0.75000000,0.00946480,0.01261973
2610,0.25000000,0.00315493,0.01261973
2611,0.20000000,0.00252395,0.01261973
2612,0.00000000,0.00000000,0.01261973
2613,0.00000000,0.00000000,0.01261973
2614,1.00000000,0.01261973,0.01261973
2615,0.00000000,0.00000000,0.01261973
2616,0.00000000,0.00000000,0.01261973
2617,0.33333333,0.00420658,0.01261973
2618,0.06250000,0.00078873,0.01261973
2619,0.06250000,0.00078873,0.01261973
2620,1.00000000,0.01261973,0.01261973
2621,1.00000000,0.01261973,0.01261973
2622,0.00000000,0.00000000,0.01261973
2623,1.00000000,0.01261973,0.01261973
2624,0.66666667,0.00841316,0.01261973
2625,0.60000000,0.00757184,0.01261973
2626,0.25000000,0.00315493,0.01261973
2627,0.25000000,0.00315493,0.01261973
2628,1.00000000,0.01261973,0.01261973
2629,0.75000000,0.00946480,0.01261973
2630,1.00000000,0.01261973,0.01261973
2631,1.00000000,0.01261973,0.01261973
2632,0.09481743,0.00119657,0.01261973
2633,0.11114398,0.00140261,0.01261973
2634,1.00000000,0.01261973,0.01261973
2635,1.00000000,0.01261973,0.01261973
2636,0.04000000,0.00050479,0.01261973
2637,1.00000000,0.01261973,0.01261973
2638,1.00000000,0.01261973,0.01261973
2639,1.00000000,0.01261973,0.01261973
2640,0.16666667,0.00210329,0.01261973
2641,0.33333333,0.00420658,0.01261973
2642,0.33333333,0.00420658,0.01261973
2643,0.00000000,0.00000000,0.01261973
2644,0.00000000,0.00000000,0.01261973
2645,0.00000000,0.00000000,0.01261973
2646,1.00000000,0.01261973,0.01261973
2647,1.00000000,0.01261973,0.01261973
2648,0.50000000,0.00630987,0.01261973
2649,0.37500000,0.00473240,0.01261973
2650,0.11111111,0.00140219,0.01261973
2651,0.22222222,0.00280439,0.01261973
2652,0.11111111,0.00140219,0.01261973
2653,0.00000000,0.00000000,0.01261973
2654,1.00000000,0.01261973,0.01261973
2655,0.50000000,0.00630987,0.01261973
2656,0.00000000,0.00000000,0.01261973
2657,0.00000000,0.00000000,0.01261973
2658,1.00000000,0.01261973,0.01261973
2659,1.00000000,0.01261973,0.01261973
2660,0.00000000,0.00000000,0.01261973
2661,0.50000000,0.00630987,0.01261973
2662,0.25000000,0.00315493,0.01261973
2663,1.00000000,0.01261973,0.01261973
2664,1.00000000,0.01261973,0.01261973
2665,0.20000000,0.00252395,0.01261973
2666,0.03125000,0.00039437,0.01261973
2667,0.15151515,0.00191208,0.01261973
2668,0.14285714,0.00180282,0.01261973
2669,1.00000000,0.01261973,0.01261973
2670,0.00000000,0.00000000,0.01261973
2671,0.00000000,0.00000000,0.01261973
2672,0.12500000,0.00157747,0.01261973
2673,1.00000000,0.01261973,0.01261973
2674,1.00000000,0.01261973,0.01261973
2675,1.00000000,0.01261973,0.01261973
2676,0.00000000,0.00000000,0.01261973
2677,1.00000000,0.01261973,0.01261973
2678,0.07142857,0.00090141,0.01261973
2679,0.26666667,0.00336526,0.01261973
2680,0.00000000,0.00000000,0.01261973
2681,0.33333333,0.00420658,0.01261973
2682,1.00000000,0.01261973,0.01261973
2683,0.06250000,0.00078873,0.01261973
2684,0.14285714,0.00180282,0.01261973
2685,0.75000000,0.00946480,0.01261973
2686,0.00000000,0.00000000,0.01261973
2687,0.00000000,0.00000000,0.01261973
2688,0.15307971,0.00193183,0.01261973
2689,1.00000000,0.01261973,0.01261973
2690,0.50000000,0.00630987,0.01261973
2691,0.03846154,0.00048537,0.01261973
2692,0.33333333,0.00420658,0.01261973
2693,0.25000000,0.00315493,0.01261973
2694,0.00000000,0.00000000,0.01261973
2695,1.00000000,0.01261973,0.01261973
2696,0.50000000,0.00630987,0.01261973
2697,0.50000000,0.00630987,0.01261973
2698,1.00000000,0.01261973,0.01261973
2699,0.50000000,0.00630987,0.01261973
2700,1.00000000,0.01261973,0.01261973
2701,0.07142857,0.00090141,0.01261973
2702,0.55555556,0.00701096,0.01261973
2703,0.83333333,0.01051644,0.01261973
2704,0.05882353,0.00074234,0.01261973
2705,0.25000000,0.00315493,0.01261973
2706,0.75000000,0.00946480,0.01261973
2707,0.15384615,0.00194150,0.01261973
2708,0.25000000,0.00315493,0.01261973
2709,1.00000000,0.01261973,0.01261973
2710,1.00000000,0.01261973,0.01261973
2711,0.16666667,0.00210329,0.01261973
2712,0.33333333,0.00420658,0.01261973
2713,0.33333333,0.00420658,0.01261973
2714,0.40000000,0.00504789,0.01261973
2715,0.14285714,0.00180282,0.01261973
2716,0.28571429,0.00360564,0.01261973
2717,0.50000000,0.00630987,0.01261973
2718,0.00000000,0.00000000,0.01261973
2719,0.50000000,0.00630987,0.01261973
2720,0.19047619,0.00240376,0.01261973
2721,0.14000000,0.00176676,0.01261973
2722,0.16363636,0.00206505,0.01261973
2723,0.17241379,0.00217582,0.01261973
2724,0.04347826,0.00054868,0.01261973
2725,0.03846154,0.00048537,0.01261973
2726,0.12500000,0.00157747,0.01261973
2727,0.00000000,0.00000000,0.01261973
2728,0.50000000,0.00630987,0.01261973
2729,1.00000000,0.01261973,0.01261973
2730,0.00000000,0.00000000,0.01261973
2731,1.00000000,0.01261973,0.01261973
2732,1.00000000,0.01261973,0.01261973
2733,0.04545455,0.00057362,0.01261973
2734,0.45454545,0.00573624,0.01261973
2735,0.44736842,0.00564567,0.01261973
2736,0.55555556,0.00701096,0.01261973
2737,0.10714286,0.00135211,0.01261973
2738,0.00000000,0.00000000,0.01261973
2739,1.00000000,0.01261973,0.01261973
2740,0.66666667,0.00841316,0.01261973
2741,0.00000000,0.00000000,0.01261973
2742,0.04000000,0.00050479,0.01261973
2743,0.28000000,0.00353353,0.01261973
2744,0.75000000,0.00946480,0.01261973
2745,0.50000000,0.00630987,0.01261973
2746,0.25000000,0.00315493,0.01261973
2747,0.50000000,0.00630987,0.01261973
2748,0.00000000,0.00000000,0.01261973
2749,1.00000000,0.01261973,0.01261973
2750,0.87500000,0.01104227,0.01261973
2751,1.00000000,0.01261973,0.01261973
2752,0.50000000,0.00630987,0.01261973
2753,0.07142857,0.00090141,0.01261973
2754,0.50000000,0.00630987,0.01261973
2755,0.22222222,0.00280439,0.01261973
2756,0.33333333,0.00420658,0.01261973
2757,0.11111111,0.00140219,0.01261973
2758,0.16666667,0.00210329,0.01261973
2759,0.20000000,0.00252395,0.01261973
2760,0.13953488,0.00176089,0.01261973
2761,1.00000000,0.01261973,0.01261973
2762,1.00000000,0.01261973,0.01261973
2763,1.00000000,0.01261973,0.01261973
2764,0.00000000,0.00000000,0.01261973
2765,0.50000000,0.00630987,0.01261973
2766,0.50000000,0.00630987,0.01261973
2767,0.50000000,0.00630987,0.01261973
2768,1.00000000,0.01261973,0.01261973
2769,1.00000000,0.01261973,0.01261973
2770,1.00000000,0.01261973,0.01261973
2771,0.00000000,0.00000000,0.01261973
2772,0.20000000,0.00252395,0.01261973
2773,0.20000000,0.00252395,0.01261973
2774,0.14285714,0.00180282,0.01261973
2775,1.00000000,0.01261973,0.01261973
2776,0.05000000,0.00063099,0.01261973
2777,0.33333333,0.00420658,0.01261973
2778,0.14285714,0.00180282,0.01261973
2779,0.11363636,0.00143406,0.01261973
2780,0.42857143,0.00540846,0.01261973
2781,0.14285714,0.00180282,0.01261973
2782,0.66666667,0.00841316,0.01261973
2783,0.05882353,0.00074234,0.01261973
2784,0.00000000,0.00000000,0.01261973
2785,0.00000000,0.00000000,0.01261973
2786,0.03225806,0.00040709,0.01261973
2787,0.02325581,0.00029348,0.01261973
2788,0.50000000,0.00630987,0.01261973
2789,0.00000000,0.00000000,0.01261973
2790,0.33333333,0.00420658,0.01261973
2791,0.05555556,0.00070110,0.01261973
2792,0.05263158,0.00066420,0.01261973
2793,0.03846154,0.00048537,0.01261973
2794,0.14285714,0.00180282,0.01261973
2795,0.50000000,0.00630987,0.01261973
2796,0.00000000,0.00000000,0.01261973
2797,0.00000000,0.00000000,0.01261973
2798,1.00000000,0.01261973,0.01261973
2799,1.00000000,0.01261973,0.01261973
2800,0.25000000,0.00315493,0.01261973
2801,0.00000000,0.00000000,0.01261973
2802,0.75000000,0.00946480,0.01261973
2803,0.50000000,0.00630987,0.01261973
2804,0.20000000,0.00252395,0.01261973
2805,0.50000000,0.00630987,0.01261973
2806,0.33333333,0.00420658,0.01261973
2807,0.30000000,0.00378592,0.01261973
2808,0.14285714,0.00180282,0.01261973
2809,0.33333333,0.00420658,0.01261973
2810,0.00000000,0.00000000,0.01261973
2811,0.31578947,0.00398518,0.01261973
2812,0.16666667,0.00210329,0.01261973
2813,0.30769231,0.00388299,0.01261973
2814,0.04347826,0.00054868,0.01261973
2815,0.25000000,0.00315493,0.01261973
2816,0.20000000,0.00252395,0.01261973
2817,0.00000000,0.00000000,0.01261973
2818,0.00000000,0.00000000,0.01261973
2819,0.00000000,0.00000000,0.01261973
2820,1.00000000,0.01261973,0.01261973
2821,1.00000000,0.01261973,0.01261973
2822,0.00000000,0.00000000,0.01261973
2823,0.33333333,0.00420658,0.01261973
2824,1.00000000,0.01261973,0.01261973
2825,0.06666667,0.00084132,0.01261973
2826,0.22222222,0.00280439,0.01261973
2827,0.20000000,0.00252395,0.01261973
2828,0.40000000,0.00504789,0.01261973
2829,0.00000000,0.00000000,0.01261973
2830,0.10000000,0.00126197,0.01261973
2831,0.55555556,0.00701096,0.01261973
2832,0.30434783,0.00384079,0.01261973
2833,1.00000000,0.01261973,0.01261973
2834,0.25000000,0.00315493,0.01261973
2835,0.16666667,0.00210329,0.01261973
2836,1.00000000,0.01261973,0.01261973
2837,0.28571429,0.00360564,0.01261973
2838,0.00000000,0.00000000,0.01261973
2839,1.00000000,0.01261973,0.01261973
2840,1.00000000,0.01261973,0.01261973
2841,0.00000000,0.00000000,0.01261973
2842,1.00000000,0.01261973,0.01261973
2843,1.00000000,0.01261973,0.01261973
2844,0.00000000,0.00000000,0.01261973
2845,1.00000000,0.01261973,0.01261973
2846,1.00000000,0.01261973,0.01261973
2847,0.00000000,0.00000000,0.01261973
2848,0.87500000,0.01104227,0.01261973
2849,1.00000000,0.01261973,0.01261973
2850,1.00000000,0.01261973,0.01261973
2851,0.72727273,0.00917799,0.01261973
2852,0.66666667,0.00841316,0.01261973
2853,1.00000000,0.01261973,0.01261973
2854,1.00000000,0.01261973,0.01261973
2855,1.00000000,0.01261973,0.01261973
2856,1.00000000,0.01261973,0.01261973
2857,1.00000000,0.01261973,0.01261973
2858,1.00000000,0.01261973,0.01261973
2859,0.00000000,0.00000000,0.01261973
2860,1.00000000,0.01261973,0.01261973
2861,0.00000000,0.00000000,0.01261973
2862,0.08333333,0.00105164,0.01261973
2863,0.25000000,0.00315493,0.01261973
2864,0.25000000,0.00315493,0.01261973
2865,0.25000000,0.00315493,0.01261973
2866,0.66666667,0.00841316,0.01261973
2867,1.00000000,0.01261973,0.01261973
2868,1.00000000,0.01261973,0.01261973
2869,0.00000000,0.00000000,0.01261973
2870,0.00000000,0.00000000,0.01261973
2871,0.66666667,0.00841316,0.01261973
2872,0.00000000,0.00000000,0.01261973
2873,0.50000000,0.00630987,0.01261973
2874,0.20000000,0.00252395,0.01261973
2875,0.25000000,0.00315493,0.01261973
2876,1.00000000,0.01261973,0.01261973
2877,0.00000000,0.00000000,0.01261973
2878,0.25000000,0.00315493,0.01261973
2879,0.00000000,0.00000000,0.01261973
2880,0.50000000,0.00630987,0.01261973
2881,0.03571429,0.00045070,0.01261973
2882,0.33333333,0.00420658,0.01261973
2883,0.25000000,0.00315493,0.01261973
2884,1.00000000,0.01261973,0.01261973
2885,0.00000000,0.00000000,0.01261973
2886,1.00000000,0.01261973,0.01261973
2887,1.00000000,0.01261973,0.01261973
2888,1.00000000,0.01261973,0.01261973
2889,0.00000000,0.00000000,0.01261973
2890,0.00000000,0.00000000,0.01261973
2891,0.33333333,0.00420658,0.01261973
2892,0.00000000,0.00000000,0.01261973
2893,0.33333333,0.00420658,0.01261973
2894,0.33333333,0.00420658,0.01261973
2895,0.33333333,0.00420658,0.01261973
2896,0.14285714,0.00180282,0.01261973
2897,0.10000000,0.00126197,0.01261973
2898,0.50000000,0.00630987,0.01261973
2899,0.25000000,0.00315493,0.01261973
2900,1.00000000,0.01261973,0.01261973
2901,0.10000000,0.00126197,0.01261973
2902,0.12500000,0.00157747,0.01261973
2903,0.60000000,0.00757184,0.01261973
2904,0.00000000,0.00000000,0.01261973
2905,1.00000000,0.01261973,0.01261973
2906,0.00000000,0.00000000,0.01261973
2907,0.16666667,0.00210329,0.01261973
2908,0.12500000,0.00157747,0.01261973
2909,1.00000000,0.01261973,0.01261973
2910,0.50000000,0.00630987,0.01261973
2911,1.00000000,0.01261973,0.01261973
2912,0.12500000,0.00157747,0.01261973
2913,0.00000000,0.00000000,0.01261973
2914,0.60000000,0.00757184,0.01261973
2915,0.33333333,0.00420658,0.01261973
2916,0.00000000,0.00000000,0.01261973
2917,0.17647059,0.00222701,0.01261973
2918,1.00000000,0.01261973,0.01261973
2919,1.00000000,0.01261973,0.01261973
2920,1.00000000,0.01261973,0.01261973
2921,1.00000000,0.01261973,0.01261973
2922,1.00000000,0.01261973,0.01261973
2923,1.00000000,0.01261973,0.01261973
2924,1.00000000,0.01261973,0.01261973
2925,0.95918367,0.01210464,0.01261973
2926,1.00000000,0.01261973,0.01261973
2927,0.50000000,0.00630987,0.01261973
2928,1.00000000,0.01261973,0.01261973
2929,0.00000000,0.00000000,0.01261973
